respid,eastwest,german,sex,age,agec,dg10,dg03,educ,isced97,iscd11,work,isco08,siops08,isei08,dw15,dw16,dw19c,dw03,mstat,dp01,di01a,di02a,incc,di01b,di02b,di05,di06,hhincc,dh01,dh11,aq01,gs01,gd01,gd02,dg13,dg08,dg09,dg11,ls01,id02,id01,im01,im17,im18,im19,im20,im21,iw04,pd11,pi07,pi01,pi02,lp03,lp04,lp05,lp06,hs01,hs04,hs05,hs06,hs07,hs09,land,bik,gkpol
2113,2,2,2,28,1,7,3,5,5,6,4,NA,NA,NA,NA,NA,NA,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,1,2017,4,4,NA,1,2,8,5,4,NA,1,1,4,4,4,1,2,NA,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,112,10,7
2114,2,1,1,38,2,12,1,3,3,3,1,8332,33,25.95,38.5,3,NA,NA,5,2,1500,NA,13,NA,NA,1500,NA,13,2,NA,4,1,1985,36,5,NA,2,1,7,2,2,1,1,3,2,2,3,1,2,2,2,NA,1,1,1,1,1,3,4,3,3,4,112,10,7
2115,1,1,1,25,1,9,4,5,3,3,3,NA,NA,NA,NA,NA,NA,1,5,2,1000,NA,9,1500,NA,1500,NA,13,1,1,4,1,2015,6,3,2,NA,2,7,3,3,NA,2,2,3,3,3,2,1,NA,1,3,2,2,1,2,2,NA,NA,NA,NA,NA,50,10,6
2116,2,1,1,57,3,15,1,3,3,3,1,8332,33,25.95,50,1,NA,NA,1,NA,NA,13,13,NA,20,NA,20,20,1,1,3,3,9000,57,NA,NA,2,2,9,2,2,1,4,2,4,2,3,1,1,2,1,3,2,2,2,2,2,3,3,2,3,5,140,8,6
2117,2,1,1,59,3,17,1,3,3,3,1,4321,30.28,32.5,40,1,NA,NA,1,NA,NA,14,14,NA,18,NA,18,18,1,1,4,3,1963,58,1,NA,2,2,8,2,1,NA,3,4,3,3,3,1,1,NA,1,2,2,2,1,2,4,NA,NA,NA,NA,NA,160,2,2
2118,2,1,2,69,4,16,1,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,13,NA,13,13,1,1,7,4,NA,NA,NA,NA,NA,NA,8,2,1,1,2,NA,NA,NA,4,1,2,1,2,NA,1,NA,NA,2,3,4,4,2,3,5,150,5,3
2119,1,1,2,70,4,7,4,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,3,3,NA,17,NA,17,17,1,1,7,4,NA,NA,NA,NA,NA,NA,5,3,3,1,3,3,2,2,2,2,2,1,1,2,1,2,1,1,4,2,2,4,4,3,30,7,3
2120,1,1,2,37,2,11,4,3,3,3,2,3412,49,52.72,34.5,1,NA,NA,1,NA,NA,16,16,NA,22,NA,22,22,1,3,7,2,2016,5,2,1,NA,1,8,3,3,2,2,4,3,3,3,2,1,1,1,2,1,1,1,1,2,3,4,2,2,5,10,9,4
2121,2,1,2,41,2,17,1,3,3,3,1,3411,54.17,57,37,2,NA,NA,5,2,1100,NA,9,NA,12,NA,12,12,1,1,4,3,9000,41,NA,NA,2,2,7,1,2,1,2,1,3,3,4,1,2,1,1,3,1,1,1,1,3,3,3,2,3,4,160,NA,5
2122,1,1,2,51,3,8,4,4,5,5,2,3412,49,52.72,19.5,1,NA,NA,1,NA,NA,9,9,NA,21,NA,21,21,1,4,7,3,NA,NA,NA,NA,NA,NA,7,3,3,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,3,1,1,4,4,5,50,4,4
2123,1,1,2,60,4,1,4,3,3,3,2,3322,47,57.03,5.5,1,NA,NA,1,NA,NA,4,4,NA,14,NA,14,14,1,1,7,4,9000,60,NA,2,NA,1,6,3,2,NA,3,3,3,3,3,2,2,NA,1,2,1,1,1,1,2,NA,NA,NA,NA,NA,80,9,3
2124,1,1,2,36,2,2,4,5,5,7,4,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,20,NA,20,20,1,3,7,4,2019,2,1,NA,NA,1,8,3,3,NA,3,2,3,4,4,2,2,NA,1,3,1,2,1,2,3,NA,NA,NA,NA,NA,90,7,3
2125,1,1,2,84,5,11,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,3,2,NA,12,12,NA,NA,NA,12,12,2,NA,7,3,9000,84,NA,2,NA,2,7,2,2,2,2,1,2,2,4,1,2,1,1,2,1,1,1,1,5,5,2,2,3,4,10,4,3
2126,1,1,1,24,1,8,4,5,3,3,3,NA,NA,NA,NA,NA,NA,1,5,2,450,NA,4,1000,NA,1000,NA,9,1,2,4,1,9000,24,NA,2,NA,2,5,4,4,NA,2,2,4,4,3,1,1,NA,1,3,1,1,1,2,3,NA,NA,NA,NA,NA,50,10,6
2127,1,1,2,76,5,1,4,5,5,7,4,NA,NA,NA,NA,NA,NA,2,3,1,NA,16,16,NA,16,NA,16,16,1,1,7,4,1967,54,3,2,NA,2,10,3,3,NA,NA,2,4,3,3,1,1,NA,1,2,1,2,2,2,2,NA,NA,NA,NA,NA,80,9,3
2128,2,1,2,61,4,15,1,5,5,7,1,4211,40.28,48.1,40,1,NA,NA,4,1,NA,15,15,NA,22,NA,22,22,1,1,6,3,2006,15,1,NA,2,2,8,3,2,2,4,2,3,3,3,2,1,2,1,1,2,1,2,2,1,3,4,2,2,5,160,NA,5
2129,2,1,2,45,3,16,1,4,5,7,3,NA,NA,NA,NA,NA,NA,2,5,2,NA,11,11,NA,NA,NA,11,11,2,NA,1,4,NA,NA,NA,NA,NA,NA,8,2,2,1,2,3,3,3,2,2,2,2,1,3,1,2,1,1,3,4,3,3,4,5,150,4,1
2130,1,1,2,60,4,8,4,2,3,3,1,3256,50,44.92,38.5,1,NA,NA,5,1,NA,18,18,NA,26,NA,26,26,1,1,6,1,NA,NA,NA,NA,NA,NA,6,3,2,2,3,4,1,2,1,3,2,1,1,1,1,1,1,1,3,3,3,4,5,5,50,10,6
2131,1,1,1,81,5,1,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,19,19,NA,21,NA,21,21,1,1,7,2,2002,19,1,2,NA,1,9,3,2,NA,2,3,2,1,3,2,1,NA,1,2,1,2,1,1,2,NA,NA,NA,NA,NA,80,10,7
2132,1,2,1,54,3,8,4,4,5,7,1,1345,72,65.01,41,1,NA,NA,1,NA,NA,20,20,NA,20,NA,20,20,1,2,7,3,2018,3,5,1,NA,1,8,3,3,2,3,4,3,3,3,2,2,1,1,2,1,2,1,2,3,3,5,2,3,5,100,7,3
2133,1,1,2,33,2,1,4,5,5,6,4,NA,NA,NA,NA,NA,NA,3,5,1,NA,NA,NA,1500,NA,1500,NA,13,1,3,4,4,NA,NA,NA,NA,NA,NA,7,3,4,2,1,1,4,4,4,1,2,2,1,2,1,1,1,1,2,4,2,3,3,5,80,7,3
2134,1,1,1,60,4,7,4,2,5,5,1,7212,39,28.52,37.5,2,NA,NA,1,NA,NA,18,18,NA,20,NA,20,20,1,1,7,3,NA,NA,NA,NA,NA,NA,8,2,2,2,3,3,2,3,4,1,1,1,1,2,1,2,1,2,2,5,5,2,3,5,30,3,3
2135,1,3,2,46,3,95,NA,5,5,7,4,NA,NA,NA,NA,NA,NA,3,2,1,NA,7,7,NA,NA,NA,7,7,2,NA,4,2,NA,NA,NA,NA,NA,NA,2,1,1,2,2,3,2,4,3,2,3,1,2,NA,2,2,1,2,2,3,3,4,4,3,50,10,7
2136,1,1,2,59,3,2,4,2,3,3,2,3221,44,56,24.5,1,NA,NA,1,NA,NA,12,12,NA,19,NA,19,19,1,1,7,4,1987,34,1,2,NA,1,8,2,3,1,2,3,3,3,3,2,1,2,2,NA,1,1,1,1,1,2,3,2,3,4,90,2,2
2137,1,1,1,71,4,8,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,1450,NA,12,1460,NA,1460,NA,12,1,1,4,3,NA,NA,NA,NA,NA,NA,7,2,NA,2,2,3,2,2,3,3,2,NA,2,NA,1,NA,1,1,4,4,4,2,2,5,50,4,4
2138,1,1,1,61,4,6,4,5,5,7,1,1120,64.51,70.34,50,NA,NA,NA,1,NA,NA,23,23,NA,24,NA,24,24,1,1,7,3,NA,NA,NA,NA,NA,NA,8,3,2,1,3,3,2,3,3,2,2,1,1,1,1,2,1,1,3,2,3,3,2,4,60,7,3
2139,1,1,1,59,3,8,4,2,3,3,1,8189,25,24.16,40,1,NA,NA,5,2,NA,18,18,NA,19,NA,19,19,1,1,7,4,NA,NA,NA,NA,NA,NA,10,2,3,1,2,3,3,2,2,1,1,1,1,2,1,2,1,2,1,3,4,2,2,5,50,5,3
2140,2,1,2,39,2,15,1,2,3,3,3,NA,NA,NA,NA,NA,NA,4,5,2,NA,12,12,NA,12,NA,12,12,1,2,4,3,NA,NA,NA,NA,NA,NA,0,NA,1,2,1,1,3,4,4,1,4,1,1,3,1,1,1,1,5,1,1,5,5,3,140,3,3
2141,1,1,2,60,4,5,4,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,4,2,2,2,3,2,1,2,1,3,2,1,1,1,NA,NA,NA,NA,NA,NA,111,10,7
2142,1,1,1,74,4,7,4,NA,6,8,4,NA,NA,NA,NA,NA,NA,2,5,1,NA,19,19,NA,21,NA,21,21,1,1,7,1,1980,41,3,2,NA,2,2,4,3,NA,4,3,2,3,2,2,1,NA,1,3,1,2,1,1,NA,NA,NA,NA,NA,NA,30,8,6
2143,1,3,2,23,1,95,NA,4,3,3,1,3118,55,50.73,40,3,NA,NA,5,2,NA,6,6,NA,19,NA,19,19,1,2,7,3,NA,NA,NA,NA,NA,NA,8,3,3,1,3,4,1,1,1,4,2,1,1,1,1,2,1,1,1,4,5,2,2,5,100,7,3
2144,1,1,1,68,4,7,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,13,13,NA,13,NA,13,13,1,1,7,3,1976,45,4,2,NA,2,9,2,2,NA,1,1,1,2,2,1,1,NA,1,3,1,1,1,1,2,NA,NA,NA,NA,NA,30,3,3
2145,1,1,2,55,3,8,4,2,3,3,2,3313,43.81,55.25,38.5,2,6,NA,4,2,NA,9,9,NA,11,NA,11,11,1,1,2,4,2010,11,1,1,NA,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,1,4,NA,NA,NA,NA,NA,50,8,6
2146,1,1,1,20,1,7,4,5,3,3,4,NA,NA,NA,NA,NA,NA,1,5,2,NA,2,2,NA,22,NA,22,22,1,2,7,3,NA,NA,NA,NA,NA,NA,9,4,4,2,4,3,4,3,2,2,1,1,1,2,2,2,1,1,1,4,4,2,2,4,30,NA,4
2147,1,1,2,64,4,2,4,2,2,2,1,5223,42.78,28.48,33,1,NA,NA,1,NA,NA,11,11,NA,19,NA,19,19,1,1,7,4,9000,64,NA,2,NA,2,8,3,3,NA,2,2,2,2,1,2,1,NA,1,2,1,2,1,1,2,NA,NA,NA,NA,NA,90,4,2
2148,2,1,1,58,3,17,1,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,5,NA,NA,NA,NA,NA,NA,8,NA,NA,2,3,3,2,3,4,1,3,1,1,3,NA,NA,NA,NA,1,5,5,5,1,5,160,4,4
2149,1,1,NA,73,4,1,4,3,5,5,3,NA,NA,NA,NA,NA,NA,2,3,2,1800,NA,14,NA,NA,1800,NA,14,2,NA,7,2,1973,48,1,1,NA,2,9,4,3,2,2,1,4,4,4,1,3,2,1,3,1,2,1,2,2,3,5,2,2,5,80,7,3
2150,2,1,1,45,3,14,1,3,3,3,1,3334,49,62.39,40,1,NA,NA,5,1,1800,NA,14,3700,NA,3700,NA,20,1,2,7,4,NA,NA,NA,NA,NA,NA,8,3,2,2,2,3,3,3,4,2,2,1,1,2,1,2,1,1,2,4,4,2,3,3,130,1,1
2151,1,1,2,20,1,8,4,5,3,3,4,NA,NA,NA,NA,NA,NA,5,5,2,NA,9,9,NA,23,NA,23,23,1,6,7,5,9000,20,NA,1,NA,1,8,3,3,1,3,3,3,2,4,1,1,1,2,NA,2,2,2,1,2,2,2,2,3,4,50,4,4
2152,2,1,2,41,2,16,1,5,5,7,4,NA,NA,NA,NA,NA,NA,4,4,1,700,NA,6,2000,NA,2000,NA,15,1,4,1,3,2001,20,2,NA,2,2,7,3,3,1,2,2,4,3,4,1,1,2,1,3,1,1,1,2,2,2,2,4,4,2,160,8,6
2153,2,1,1,22,1,15,1,4,4,4,1,3254,57,59.85,39,NA,NA,NA,5,2,NA,6,6,NA,21,NA,21,21,1,4,7,4,NA,NA,NA,NA,NA,NA,7,2,NA,1,2,2,2,1,4,2,2,NA,2,NA,1,2,1,1,1,2,3,1,3,3,140,5,2
2154,1,1,2,82,5,15,2,5,5,5,4,NA,NA,NA,NA,NA,NA,2,1,NA,1140,NA,10,3100,NA,3100,NA,19,1,1,7,4,1993,28,6,1,NA,2,5,3,2,2,2,2,1,3,4,1,2,1,1,2,1,1,1,1,3,3,3,3,4,5,80,3,3
2155,1,1,1,56,3,6,4,5,6,8,1,2433,48.37,73.91,40,1,NA,NA,1,NA,NA,21,21,NA,21,NA,21,21,1,2,6,2,NA,NA,NA,NA,NA,NA,10,3,3,2,2,3,3,3,2,1,1,1,2,NA,2,2,2,1,2,2,3,2,3,5,60,8,6
2156,1,1,1,61,4,9,4,5,5,7,1,2164,63.19,79.74,39.5,1,NA,NA,1,NA,NA,21,21,NA,23,NA,23,23,1,1,7,4,NA,NA,NA,NA,NA,NA,7,3,2,2,3,2,2,4,3,1,2,1,1,2,1,2,1,NA,3,2,3,2,3,5,70,4,1
2157,1,3,1,24,1,2,4,4,5,6,1,2512,51,74.66,35,1,NA,NA,2,1,600,NA,6,2000,NA,2000,NA,15,1,3,3,1,1998,23,1,2,NA,2,10,3,3,NA,2,3,1,2,2,2,2,NA,2,NA,1,2,1,2,3,NA,NA,NA,NA,NA,90,10,7
2158,1,1,1,56,3,2,4,3,3,3,1,8160,36.28,18.13,38,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,3,9000,56,NA,2,NA,1,9,3,3,1,3,3,1,2,2,1,1,1,1,2,2,2,1,2,1,4,4,2,2,5,90,3,3
2159,1,1,1,62,4,95,NA,4,5,7,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,9,9,NA,16,NA,16,16,1,1,6,3,1990,31,3,2,NA,2,2,3,2,2,2,2,4,3,3,1,2,2,1,3,1,2,1,1,4,2,2,4,5,2,80,8,5
2160,2,1,2,68,4,14,1,3,3,3,4,NA,NA,NA,NA,NA,NA,2,5,2,NA,10,10,NA,NA,NA,NA,NA,1,1,7,5,9000,68,NA,NA,2,2,7,2,2,NA,3,3,3,2,3,2,2,NA,2,NA,1,1,1,2,3,NA,NA,NA,NA,NA,130,2,2
2161,2,1,2,35,2,17,1,5,5,5,2,3313,43.81,55.25,36.5,1,NA,NA,1,NA,NA,16,16,NA,23,NA,23,23,1,3,7,3,2019,2,1,NA,1,1,5,3,3,NA,3,3,2,2,2,1,1,NA,1,1,2,2,1,1,3,NA,NA,NA,NA,NA,150,4,3
2162,2,3,1,73,4,18,NA,NA,5,5,4,NA,NA,NA,NA,NA,NA,2,4,1,1160,NA,10,2100,NA,2100,NA,15,1,1,4,3,2014,7,5,NA,1,2,5,2,2,1,1,3,1,1,2,1,1,1,1,2,1,1,1,1,2,4,3,1,2,5,160,4,4
2163,1,1,1,66,4,1,4,4,5,7,4,NA,NA,NA,NA,NA,NA,2,1,NA,4800,NA,22,5800,NA,5800,NA,23,1,1,7,4,1997,24,2,2,NA,2,7,3,3,NA,2,4,1,NA,3,2,2,NA,1,1,1,2,1,1,3,NA,NA,NA,NA,NA,80,5,3
2164,2,1,2,64,4,17,1,3,5,5,3,NA,NA,NA,NA,NA,NA,2,1,NA,NA,13,13,NA,NA,NA,NA,NA,1,1,4,1,NA,NA,NA,NA,NA,NA,9,NA,3,2,2,2,4,2,4,1,2,2,1,2,1,2,1,1,2,4,4,2,2,5,112,10,7
2165,1,1,2,33,2,15,2,5,5,7,4,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,23,NA,23,23,1,2,7,3,NA,NA,NA,NA,NA,NA,9,4,3,1,3,3,NA,2,2,2,1,1,1,2,2,2,1,1,1,4,3,2,2,5,50,7,3
2166,2,1,1,83,5,16,1,5,5,7,4,NA,NA,NA,NA,NA,NA,2,2,1,NA,14,14,NA,19,NA,19,19,1,1,7,2,1999,22,1,NA,2,2,7,3,3,1,2,1,3,3,4,1,2,1,1,2,1,2,1,1,5,5,3,2,3,5,150,8,6
2167,1,1,1,62,4,8,4,5,5,7,1,1120,64.51,70.34,60,1,NA,NA,1,NA,NA,25,25,NA,26,NA,26,26,1,1,7,2,NA,NA,NA,NA,NA,NA,6,4,3,1,4,3,2,2,2,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,50,10,6
2168,1,1,2,49,3,1,4,4,5,5,2,3412,49,52.72,22.3,1,NA,NA,1,NA,NA,12,12,NA,20,NA,20,20,1,4,7,4,NA,NA,NA,NA,NA,NA,9,4,2,2,2,3,2,3,3,2,1,2,1,2,1,2,1,2,1,4,4,2,2,5,80,4,3
2169,1,3,2,49,3,95,NA,3,3,3,1,5142,32,31.08,60,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2014,7,NA,1,NA,1,7,2,3,NA,4,1,4,1,4,2,2,NA,1,2,1,2,1,2,2,NA,NA,NA,NA,NA,80,10,6
2170,1,2,1,21,1,1,4,3,2,2,1,4321,30.28,32.5,40,1,4,NA,5,2,1400,NA,12,NA,15,NA,15,15,1,1,6,4,2002,19,1,1,NA,1,1,2,1,1,2,3,3,2,3,1,2,1,2,NA,1,1,1,1,4,3,1,5,4,4,80,5,3
2171,2,1,2,80,5,16,1,NA,2,2,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,6,6,NA,15,NA,15,15,1,1,4,3,NA,NA,NA,NA,NA,NA,8,2,NA,NA,1,1,3,NA,2,1,NA,NA,1,3,1,1,1,1,3,4,2,3,5,5,150,3,3
2172,1,3,1,55,3,95,NA,3,2,2,1,9329,21.08,16.36,48.5,1,NA,NA,1,NA,NA,13,13,NA,22,NA,22,22,1,2,3,3,2005,16,1,2,NA,2,8,2,2,1,1,4,2,2,4,1,1,1,1,2,1,1,1,2,2,4,4,2,3,5,90,8,6
2173,1,1,2,70,4,8,4,3,2,2,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,3,NA,NA,NA,NA,NA,NA,10,4,3,1,3,4,3,4,3,1,1,1,1,2,2,2,2,1,3,3,4,2,3,5,50,7,4
2174,1,1,1,71,4,9,4,4,5,5,4,NA,NA,NA,NA,NA,NA,2,1,NA,3000,NA,19,NA,24,NA,24,24,1,1,5,3,1981,40,6,1,NA,1,8,4,3,NA,2,2,3,2,2,2,2,NA,1,2,1,2,1,1,2,NA,NA,NA,NA,NA,50,4,4
2175,2,1,1,73,4,16,1,5,5,7,4,NA,NA,NA,NA,NA,NA,2,1,NA,2000,NA,15,3500,NA,3500,NA,20,1,1,1,3,2015,6,1,NA,2,2,8,3,3,NA,1,3,3,2,3,2,1,NA,1,2,2,2,2,2,1,NA,NA,NA,NA,NA,150,6,4
2176,1,1,2,32,2,8,4,5,3,3,3,NA,NA,NA,NA,NA,NA,1,5,1,1100,NA,9,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,1,4,4,4,1,2,2,1,3,2,2,1,2,2,3,2,2,5,4,50,10,7
2177,2,1,1,54,3,12,1,3,3,3,1,3122,45.94,40.54,50,1,2,NA,1,NA,NA,18,18,NA,23,NA,23,23,1,2,4,1,9000,54,NA,NA,2,2,8,3,3,2,3,3,4,3,3,2,2,1,1,1,1,1,1,1,3,2,2,4,4,5,120,7,6
2178,2,1,1,78,5,11,3,2,3,3,3,NA,NA,NA,NA,NA,NA,2,4,2,NA,9,9,NA,NA,NA,9,9,2,NA,NA,4,2005,16,5,NA,2,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,NA,NA,NA,NA,NA,130,3,1
2179,1,1,1,20,1,8,4,5,3,3,4,NA,NA,NA,NA,NA,NA,1,5,2,NA,7,7,NA,16,NA,16,16,1,2,4,1,2019,2,4,1,NA,1,7,4,3,NA,2,3,4,4,4,1,2,NA,1,3,1,2,2,2,1,NA,NA,NA,NA,NA,50,10,6
2180,1,1,1,67,4,2,4,3,5,5,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,18,18,NA,20,NA,20,20,1,1,7,4,1980,41,1,1,NA,1,8,3,4,NA,3,2,3,3,3,2,2,NA,1,2,2,2,2,2,1,NA,NA,NA,NA,NA,90,4,2
2181,2,1,1,62,4,15,1,3,5,5,2,NA,NA,NA,32,1,NA,NA,1,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,4,4,2019,2,1,NA,1,2,5,2,3,NA,3,4,3,NA,2,3,2,1,NA,NA,1,2,1,2,2,3,3,3,4,4,120,9,4
2182,1,3,2,48,3,95,NA,3,3,3,2,3221,44,56,37,1,NA,NA,1,NA,NA,15,15,NA,23,NA,23,23,1,3,3,1,1999,22,1,2,NA,2,5,4,3,NA,1,4,3,3,2,1,2,NA,1,3,1,1,1,1,3,NA,NA,NA,NA,NA,90,10,7
2183,1,1,2,59,3,7,4,3,2,2,2,4110,42.09,43.33,30,1,NA,NA,1,NA,NA,11,11,NA,19,NA,19,19,1,2,7,2,1985,36,1,2,NA,2,7,3,3,2,2,3,3,3,4,3,1,2,1,2,1,2,1,1,2,3,3,2,3,4,20,10,7
2184,1,3,1,27,1,8,4,4,5,6,1,2513,51,74.66,42,3,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,2,NA,NA,NA,NA,NA,NA,6,3,2,2,2,1,2,4,4,1,1,2,1,3,1,1,1,2,4,2,2,3,3,3,50,10,7
2185,1,1,2,43,2,12,2,5,3,3,2,3211,58,57.04,28.7,1,NA,NA,1,NA,NA,15,15,NA,21,NA,21,21,1,1,5,3,2009,12,1,2,NA,2,8,3,3,NA,2,3,2,4,4,1,2,NA,1,2,2,2,1,1,2,NA,NA,NA,NA,NA,10,9,4
2186,1,1,2,61,4,8,4,3,3,3,1,3256,50,44.92,39.5,1,NA,NA,1,NA,NA,12,12,NA,26,NA,26,26,1,5,7,2,1978,43,2,2,NA,2,8,3,3,1,3,3,3,2,3,3,2,1,1,2,1,2,1,1,3,3,4,3,2,5,50,8,6
2187,1,1,1,70,4,6,4,4,5,7,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,15,15,NA,NA,NA,NA,NA,1,1,7,3,1981,40,3,2,NA,2,9,3,2,NA,4,4,4,4,4,4,2,NA,1,1,1,2,1,2,2,NA,NA,NA,NA,NA,70,8,3
2188,2,1,2,42,2,15,1,3,3,3,4,NA,NA,NA,NA,NA,NA,2,5,1,900,NA,8,NA,NA,900,NA,8,2,NA,4,3,2016,5,1,NA,2,2,5,1,3,NA,1,2,2,4,4,2,2,NA,1,3,1,1,1,1,4,NA,NA,NA,NA,NA,140,9,3
2189,1,1,2,80,5,2,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,5,1963,58,1,2,NA,2,9,3,1,1,2,2,2,2,2,1,1,2,2,NA,2,2,2,2,3,3,3,3,3,3,90,3,3
2190,1,1,2,59,3,8,4,5,4,4,1,2411,58.45,76.65,40,1,NA,NA,1,NA,NA,20,20,NA,20,NA,20,20,1,1,7,2,NA,NA,NA,NA,NA,NA,5,3,3,2,2,3,2,3,2,2,1,1,1,2,1,1,1,1,3,1,2,3,3,4,50,9,5
2191,2,1,1,79,5,12,1,3,5,5,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,12,12,NA,15,NA,15,15,1,1,7,3,9000,79,NA,NA,2,2,7,3,2,NA,3,3,1,1,3,1,1,NA,1,2,1,1,1,1,4,NA,NA,NA,NA,NA,120,4,4
2192,1,2,1,24,1,6,4,5,3,3,4,NA,NA,NA,NA,NA,NA,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,7,4,9000,24,NA,2,NA,2,5,3,3,2,2,2,2,2,3,2,2,1,2,NA,1,2,1,1,1,3,3,3,3,4,60,3,3
2193,1,1,2,39,2,7,4,5,5,5,1,NA,NA,NA,42,1,NA,NA,5,1,2400,NA,16,5500,NA,5500,NA,23,1,1,7,3,2006,15,1,1,NA,1,8,3,3,NA,3,2,2,3,3,1,2,NA,1,3,1,1,1,1,2,NA,NA,NA,NA,NA,30,4,4
2194,1,1,1,37,2,8,4,NA,6,8,1,2211,78.01,88.7,52,1,NA,NA,1,NA,7000,NA,24,11000,NA,11000,NA,26,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,3,3,3,3,3,2,2,NA,1,3,1,2,2,2,3,NA,NA,NA,NA,NA,50,10,7
2195,1,1,2,44,2,1,4,5,5,7,2,3123,45.94,37.83,25,1,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,7,4,2014,7,1,1,NA,1,8,4,4,NA,3,3,2,2,4,2,1,NA,2,NA,2,1,1,2,1,NA,NA,NA,NA,NA,80,7,3
2196,1,1,1,49,3,1,4,2,5,5,4,NA,NA,NA,NA,NA,NA,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,3,2018,3,1,2,NA,2,0,2,1,NA,3,2,4,4,4,1,3,NA,1,3,1,2,1,1,4,NA,NA,NA,NA,NA,80,4,4
2197,1,1,2,57,3,9,4,4,5,5,1,2221,54.05,68.7,46,1,NA,NA,5,1,2900,NA,18,4500,NA,4500,NA,22,1,1,4,3,2018,3,1,2,NA,1,8,3,2,2,2,3,3,3,3,2,1,2,1,3,1,2,1,2,2,3,4,2,3,5,30,9,5
2198,1,1,1,53,3,1,4,3,3,3,1,8142,29.3,24.85,40,1,NA,NA,1,NA,NA,16,16,NA,21,NA,21,21,1,3,7,4,9000,53,NA,2,NA,2,6,2,2,NA,4,2,3,4,3,2,2,NA,1,2,1,2,1,1,2,NA,NA,NA,NA,NA,80,3,3
2199,1,1,1,39,2,8,4,5,5,7,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,19,19,NA,NA,NA,19,19,2,NA,7,4,2010,11,1,2,NA,2,7,4,1,2,4,3,3,4,4,2,3,1,1,1,1,2,1,2,2,1,3,3,4,4,50,3,3
2200,2,1,2,43,2,4,3,5,4,4,2,4110,42.09,43.33,30,2,6,NA,5,1,NA,12,12,NA,NA,NA,12,12,2,NA,4,1,NA,NA,NA,NA,NA,NA,4,3,2,2,2,NA,4,4,4,1,NA,2,1,3,1,1,1,1,4,3,3,3,3,4,112,10,7
2201,1,1,1,86,5,9,4,NA,5,5,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,14,NA,14,14,1,1,7,3,9000,86,NA,2,NA,2,7,3,3,NA,2,2,1,1,1,1,1,NA,1,1,2,2,1,1,4,NA,NA,NA,NA,NA,70,6,5
2202,1,1,2,80,5,4,4,5,4,4,4,NA,NA,NA,NA,NA,NA,2,3,2,NA,13,13,NA,13,NA,13,13,1,1,7,4,1974,47,6,2,NA,2,9,3,3,2,2,1,3,2,4,1,1,2,1,3,1,2,1,2,3,4,3,2,3,3,60,3,3
